enrollment_key,learner_key,course_key,term_key,program_key,is_course_passed,letter_grade,final_score,is_withdrawn,attendance_rate
503927,10694,13,8,1,FALSE,F,60.2,FALSE,0.63
503928,10694,6,9,1,TRUE,B,97.2,FALSE,0.97
503929,10694,3,9,1,FALSE,D,66.7,FALSE,0.57
503930,10694,7,9,1,TRUE,B,78.7,FALSE,0.7
503931,10694,1,10,1,TRUE,C,87.5,FALSE,0.91
503932,10694,2,10,1,TRUE,B,98.5,FALSE,0.95
503933,10694,8,10,1,TRUE,B,90.6,FALSE,0.6
503934,10694,5,11,1,TRUE,A,87.9,FALSE,0.71
503935,10695,6,7,1,TRUE,C,81.7,FALSE,0.97
503936,10695,1,7,1,TRUE,B,91.1,FALSE,0.89
503937,10695,9,8,1,TRUE,B,92.1,FALSE,0.93
503938,10695,3,8,1,TRUE,B,78.9,FALSE,0.82
503939,10695,4,9,1,TRUE,C,86.2,FALSE,0.75
503940,10695,13,9,1,FALSE,F,70.4,FALSE,0.66
503941,10696,1,3,2,TRUE,B,75.6,FALSE,0.82
503942,10696,8,3,2,TRUE,C,77.0,FALSE,0.57
503943,10696,4,3,2,TRUE,B,80.9,FALSE,0.56
503944,10697,3,6,2,TRUE,B,76.3,FALSE,0.9
503945,10697,6,6,2,FALSE,F,62.3,FALSE,0.98
503946,10697,7,7,2,TRUE,B,80.2,FALSE,0.68
503947,10697,5,7,2,TRUE,B,82.8,FALSE,0.56
503948,10697,12,8,2,TRUE,A,85.8,FALSE,0.78
503949,10697,11,8,2,TRUE,B,99.0,FALSE,0.71
503950,10697,1,9,2,TRUE,B,89.9,FALSE,0.86
503951,10697,8,9,2,TRUE,B,96.6,FALSE,0.98
503952,10698,2,5,2,TRUE,C,78.2,FALSE,0.83
503953,10698,8,5,2,TRUE,B,82.2,FALSE,0.94
503954,10698,4,6,2,TRUE,A,81.9,FALSE,0.8
503955,10698,5,6,2,TRUE,C,97.6,FALSE,0.69
503956,10698,7,7,2,TRUE,B,90.9,FALSE,0.61
503957,10698,1,7,2,TRUE,C,97.6,FALSE,0.9
503958,10698,3,8,2,TRUE,A,87.0,FALSE,0.73
503959,10698,11,8,2,TRUE,B,96.0,FALSE,0.83
503960,10698,12,9,2,TRUE,B,82.2,FALSE,0.77
503961,10698,6,9,2,TRUE,A,82.7,FALSE,0.91
503962,10699,10,1,5,TRUE,B,93.4,FALSE,0.76
503963,10699,12,1,5,FALSE,F,67.3,FALSE,0.69
503964,10699,11,2,5,FALSE,D,69.7,FALSE,0.86
503965,10699,9,2,5,TRUE,A,92.4,FALSE,0.9
503966,10700,14,2,3,FALSE,F,66.5,FALSE,1.0
503967,10700,15,2,3,TRUE,A,81.9,FALSE,0.81
503968,10700,16,2,3,TRUE,A,94.1,FALSE,0.92
503969,10701,16,7,3,TRUE,B,79.0,FALSE,0.81
503970,10701,15,7,3,TRUE,A,76.5,FALSE,0.68
503971,10701,14,8,3,TRUE,B,89.6,FALSE,0.59
503972,10702,2,3,1,TRUE,A,92.5,FALSE,0.67
503973,10702,10,3,1,TRUE,A,83.8,FALSE,0.64
503974,10702,7,3,1,TRUE,B,91.5,FALSE,0.86
503975,10702,8,4,1,TRUE,B,85.3,FALSE,0.59
503976,10702,9,4,1,TRUE,A,82.0,FALSE,0.6
503977,10702,1,4,1,TRUE,A,75.6,FALSE,0.83
503978,10702,12,5,1,TRUE,B,92.0,FALSE,0.59
503979,10702,5,5,1,TRUE,B,77.2,FALSE,0.94
503980,10702,6,5,1,TRUE,B,78.9,FALSE,0.98
503981,10703,15,9,4,TRUE,B,84.9,FALSE,0.62
503982,10703,8,9,4,TRUE,C,88.7,FALSE,0.81
503983,10703,16,9,4,TRUE,A,87.3,FALSE,0.85
503984,10703,14,10,4,TRUE,B,84.4,FALSE,0.88
503985,10704,15,2,3,TRUE,B,78.6,FALSE,0.95
503986,10704,14,2,3,TRUE,B,86.7,FALSE,0.99
503987,10704,16,2,3,TRUE,A,91.7,FALSE,0.96
503988,10705,10,7,5,TRUE,B,88.5,FALSE,0.6
503989,10705,11,7,5,TRUE,B,93.3,FALSE,0.57
503990,10705,12,7,5,TRUE,A,75.7,FALSE,0.87
503991,10705,9,8,5,TRUE,A,75.6,FALSE,0.67
503992,10706,11,3,1,TRUE,B,86.9,FALSE,0.89
503993,10706,12,3,1,FALSE,D,66.7,FALSE,0.62
503994,10706,2,3,1,FALSE,F,58.0,FALSE,0.6
503995,10707,5,1,1,TRUE,B,93.2,FALSE,0.83
503996,10707,10,1,1,TRUE,B,79.9,FALSE,0.73
503997,10707,12,1,1,TRUE,B,75.3,FALSE,0.82
503998,10708,14,6,3,TRUE,C,80.9,FALSE,0.61
503999,10708,16,6,3,TRUE,B,80.2,FALSE,0.58
504000,10708,15,6,3,TRUE,B,92.8,FALSE,0.79
504001,10709,9,7,1,TRUE,A,80.2,FALSE,0.91
504002,10709,3,7,1,TRUE,B,96.3,FALSE,0.68
504003,10709,7,8,1,TRUE,B,88.0,FALSE,0.8
504004,10709,4,8,1,TRUE,A,90.6,FALSE,0.76
504005,10710,15,4,3,TRUE,B,78.4,FALSE,0.96
504006,10710,14,4,3,TRUE,B,78.4,FALSE,0.8
504007,10710,16,5,3,TRUE,B,81.6,FALSE,1.0
504008,10711,10,4,5,TRUE,A,93.8,FALSE,0.96
504009,10711,11,4,5,TRUE,A,79.0,FALSE,0.74
504010,10711,12,5,5,TRUE,B,96.8,FALSE,0.87
504011,10711,9,5,5,TRUE,C,96.1,FALSE,0.64
504012,10712,7,9,2,TRUE,B,84.9,FALSE,0.78
504013,10712,6,9,2,TRUE,B,97.6,FALSE,0.59
504014,10712,5,9,2,TRUE,A,93.4,FALSE,0.57
504015,10712,12,10,2,TRUE,B,86.0,FALSE,0.95
504016,10712,2,10,2,TRUE,A,86.5,FALSE,0.6
504017,10712,3,10,2,TRUE,B,82.2,FALSE,0.6
504018,10712,8,11,2,,,,FALSE,0.72
504019,10712,1,11,2,,,,FALSE,0.65
504020,10712,11,11,2,,,,FALSE,0.72
504021,10713,12,1,5,TRUE,A,96.1,FALSE,0.59
504022,10713,11,1,5,TRUE,C,84.6,FALSE,0.56
504023,10714,1,7,1,TRUE,B,77.1,FALSE,0.91
504024,10714,9,7,1,TRUE,C,96.1,FALSE,0.67
504025,10714,10,8,1,TRUE,B,81.7,FALSE,0.93
504026,10714,8,8,1,TRUE,B,84.8,FALSE,0.56
504027,10715,12,5,5,TRUE,A,84.9,FALSE,0.62
504028,10715,11,5,5,TRUE,B,98.0,FALSE,0.72
504029,10715,9,5,5,TRUE,C,96.8,FALSE,0.61
504030,10716,12,8,5,TRUE,B,80.0,FALSE,0.65
504031,10716,10,8,5,TRUE,A,93.9,FALSE,0.97
504032,10716,11,8,5,TRUE,B,91.3,FALSE,0.56
504033,10716,9,9,5,TRUE,A,79.6,FALSE,0.9
504034,10717,15,9,3,TRUE,A,96.8,FALSE,0.79
504035,10717,14,9,3,FALSE,D,58.9,FALSE,0.94
504036,10717,16,9,3,TRUE,A,97.7,FALSE,0.67
504037,10718,14,4,3,TRUE,B,95.9,FALSE,0.92
504038,10718,15,4,3,FALSE,F,66.2,FALSE,0.91
504039,10718,16,4,3,TRUE,C,82.9,FALSE,0.81
504040,10719,1,2,1,TRUE,C,77.0,FALSE,0.89
504041,10719,13,2,1,TRUE,B,91.7,FALSE,0.93
504042,10719,7,3,1,TRUE,B,83.2,FALSE,0.55
504043,10719,9,3,1,FALSE,F,59.0,FALSE,0.84
504044,10719,4,4,1,TRUE,B,81.5,FALSE,0.81
504045,10719,8,4,1,TRUE,B,91.7,FALSE,0.81
504046,10720,16,3,6,TRUE,A,88.2,FALSE,0.74
504047,10720,14,3,6,TRUE,B,87.3,FALSE,0.87
504048,10720,10,4,6,TRUE,A,91.4,FALSE,0.57
504049,10720,15,4,6,TRUE,A,86.2,FALSE,0.61
504050,10721,14,3,3,TRUE,A,85.8,FALSE,0.88
504051,10721,15,3,3,TRUE,B,95.6,FALSE,0.69
504052,10721,16,4,3,TRUE,B,91.8,FALSE,0.63
504053,10722,14,8,4,TRUE,B,96.3,FALSE,0.64
504054,10722,16,8,4,TRUE,B,79.1,FALSE,0.91
504055,10722,8,8,4,TRUE,C,95.6,FALSE,0.77
504056,10722,15,9,4,TRUE,A,78.0,FALSE,0.57
504057,10723,13,8,1,TRUE,B,76.6,FALSE,0.94
504058,10723,10,8,1,TRUE,C,98.0,FALSE,0.95
504059,10723,2,9,1,TRUE,C,81.7,FALSE,0.97
504060,10723,9,9,1,TRUE,A,88.8,FALSE,0.99
504061,10723,1,10,1,TRUE,B,82.2,FALSE,0.67
504062,10723,4,10,1,TRUE,A,90.6,FALSE,1.0
504063,10723,11,11,1,,,,FALSE,0.76
504064,10723,8,11,1,,,,FALSE,0.94
504065,10724,16,8,3,TRUE,B,91.1,FALSE,0.94
504066,10724,14,8,3,TRUE,A,98.3,FALSE,0.66
504067,10724,15,8,3,TRUE,B,91.1,FALSE,0.8
504068,10725,2,9,2,TRUE,A,83.0,FALSE,0.62
504069,10725,6,9,2,TRUE,B,92.4,FALSE,0.92
504070,10725,3,9,2,TRUE,A,78.9,FALSE,0.73
504071,10725,7,10,2,TRUE,B,89.1,FALSE,0.73
504072,10725,5,10,2,TRUE,A,92.5,FALSE,0.79
504073,10725,4,10,2,TRUE,A,92.3,FALSE,0.8
504074,10725,11,11,2,,,,FALSE,0.76
504075,10725,1,11,2,,,,FALSE,0.79
504076,10725,12,11,2,TRUE,A,75.0,FALSE,0.64
504077,10726,5,1,1,TRUE,B,85.4,FALSE,0.65
504078,10726,6,1,1,FALSE,F,69.1,FALSE,0.81
504079,10726,3,2,1,TRUE,B,87.4,FALSE,0.78
504080,10726,7,2,1,TRUE,C,91.1,FALSE,0.75
504081,10726,4,3,1,TRUE,B,88.0,FALSE,0.97
504082,10726,2,3,1,TRUE,A,84.8,FALSE,0.93
504083,10726,9,4,1,TRUE,B,91.2,FALSE,0.92
504084,10726,13,4,1,TRUE,B,85.6,FALSE,0.76
504085,10726,11,5,1,TRUE,B,81.6,FALSE,0.78
504086,10726,10,5,1,TRUE,B,85.7,FALSE,0.67
504087,10726,1,6,1,TRUE,A,83.4,FALSE,0.64
504088,10726,8,6,1,TRUE,A,78.2,FALSE,0.58
504089,10727,5,7,1,TRUE,A,80.3,FALSE,0.83
504090,10727,8,7,1,TRUE,B,75.8,FALSE,0.89
504091,10727,6,7,1,TRUE,A,93.6,FALSE,0.88
504092,10727,12,8,1,TRUE,B,77.1,FALSE,0.7
504093,10727,9,8,1,TRUE,B,81.5,FALSE,0.89
504094,10727,11,8,1,TRUE,C,78.0,FALSE,0.8
504095,10727,2,9,1,TRUE,B,90.2,FALSE,0.99
504096,10727,1,9,1,TRUE,A,94.2,FALSE,0.73
504097,10727,4,9,1,TRUE,A,84.8,FALSE,0.64
504098,10728,16,6,4,TRUE,B,78.1,FALSE,0.97
504099,10728,14,6,4,TRUE,B,78.8,FALSE,0.65
504100,10728,15,7,4,TRUE,A,93.9,FALSE,0.77
504101,10728,8,7,4,TRUE,B,83.1,FALSE,0.64
504102,10729,7,2,2,TRUE,A,81.0,FALSE,0.64
504103,10729,2,2,2,TRUE,A,81.4,FALSE,0.65
504104,10729,3,3,2,TRUE,C,91.4,FALSE,0.83
504105,10729,5,3,2,TRUE,B,87.4,FALSE,0.68
504106,10730,4,5,1,FALSE,D,61.8,FALSE,0.89
504107,10730,13,5,1,TRUE,B,77.7,FALSE,0.81
504108,10730,12,5,1,TRUE,C,75.4,FALSE,0.83
504109,10730,10,6,1,TRUE,B,95.3,FALSE,0.69
504110,10730,1,6,1,TRUE,A,91.6,FALSE,0.72
504111,10730,9,6,1,TRUE,A,87.9,FALSE,0.76
504112,10730,5,7,1,TRUE,A,85.4,FALSE,0.7
504113,10730,8,7,1,TRUE,B,90.1,FALSE,0.64
504114,10730,6,7,1,TRUE,B,98.2,FALSE,0.79
504115,10730,3,8,1,TRUE,C,79.9,FALSE,0.98
504116,10730,2,8,1,TRUE,C,88.3,FALSE,0.91
504117,10730,11,8,1,FALSE,D,63.9,FALSE,0.96
504118,10731,12,9,1,TRUE,C,93.2,FALSE,0.74
504119,10731,7,9,1,TRUE,A,83.7,FALSE,0.86
504120,10731,5,10,1,TRUE,A,78.1,FALSE,0.73
504121,10731,8,10,1,TRUE,C,96.9,FALSE,0.79
504122,10731,1,11,1,TRUE,B,84.7,FALSE,0.65
504123,10731,3,11,1,,,,FALSE,0.68
504124,10732,10,5,5,TRUE,A,92.4,FALSE,0.95
504125,10732,11,5,5,FALSE,F,61.9,FALSE,0.69
504126,10732,9,6,5,TRUE,A,84.1,FALSE,0.6
504127,10732,12,6,5,TRUE,A,93.2,FALSE,0.96
504128,10733,14,8,3,TRUE,A,98.7,FALSE,0.82
504129,10733,16,8,3,TRUE,B,83.1,FALSE,0.68
504130,10733,15,9,3,TRUE,B,88.5,FALSE,0.9
504131,10734,2,1,1,TRUE,A,95.5,FALSE,0.85
504132,10734,3,1,1,TRUE,A,97.7,FALSE,0.72
504133,10735,8,9,1,TRUE,B,85.8,FALSE,0.65
504134,10735,10,9,1,TRUE,B,85.2,FALSE,0.55
504135,10735,1,10,1,TRUE,B,78.0,FALSE,0.55
504136,10735,5,10,1,TRUE,C,85.3,FALSE,0.99
504137,10735,2,11,1,,,,FALSE,0.89
504138,10735,12,11,1,,,,FALSE,0.9
504139,10736,12,5,1,TRUE,A,89.8,FALSE,0.82
504140,10736,7,5,1,TRUE,B,97.0,FALSE,0.96
504141,10736,2,5,1,TRUE,B,90.8,FALSE,0.84
504142,10737,11,1,1,TRUE,C,94.0,FALSE,0.98
504143,10737,10,1,1,TRUE,B,85.6,FALSE,0.95
504144,10737,13,2,1,TRUE,C,93.9,FALSE,0.7
504145,10737,4,2,1,TRUE,C,88.7,FALSE,0.7
504146,10737,3,3,1,TRUE,A,97.0,FALSE,0.8
504147,10737,12,3,1,TRUE,B,94.2,FALSE,0.88
504148,10738,10,3,5,TRUE,B,94.6,FALSE,0.57
504149,10738,11,3,5,TRUE,B,87.2,FALSE,0.65
504150,10738,9,4,5,FALSE,D,52.2,FALSE,0.58
504151,10738,12,4,5,TRUE,B,87.3,FALSE,0.84
504152,10739,9,1,5,TRUE,A,79.0,FALSE,0.68
504153,10739,11,1,5,TRUE,B,83.6,FALSE,0.73
504154,10739,10,1,5,TRUE,A,98.9,FALSE,0.92
504155,10739,12,2,5,TRUE,A,84.3,FALSE,0.78
504156,10740,15,6,3,TRUE,B,80.0,FALSE,0.74
504157,10740,16,6,3,TRUE,B,85.3,FALSE,0.81
504158,10740,14,7,3,FALSE,D,60.6,FALSE,0.75
504159,10741,14,3,3,TRUE,C,77.9,FALSE,0.95
504160,10741,16,3,3,TRUE,A,79.5,FALSE,0.92
504161,10741,15,3,3,FALSE,D,67.9,FALSE,0.86
504162,10742,14,6,4,TRUE,A,97.2,FALSE,0.84
504163,10742,15,6,4,TRUE,B,76.1,FALSE,0.61
504164,10742,8,7,4,TRUE,A,80.3,FALSE,0.72
504165,10742,16,7,4,TRUE,C,85.0,FALSE,0.85
504166,10743,11,5,2,TRUE,A,95.5,FALSE,0.91
504167,10743,7,5,2,FALSE,F,74.2,FALSE,0.58
504168,10743,8,6,2,TRUE,B,94.5,FALSE,0.59
504169,10743,12,6,2,TRUE,B,96.9,FALSE,0.57
504170,10743,6,7,2,TRUE,A,90.7,FALSE,0.82
504171,10743,3,7,2,TRUE,A,93.5,FALSE,0.64
504172,10743,5,8,2,TRUE,B,93.8,FALSE,0.57
504173,10743,4,8,2,TRUE,A,77.9,FALSE,0.85
504174,10743,2,9,2,TRUE,B,89.2,FALSE,0.74
504175,10743,1,9,2,TRUE,C,87.0,FALSE,0.77
504176,10744,15,2,4,TRUE,B,97.8,FALSE,0.93
504177,10744,16,2,4,TRUE,B,93.0,FALSE,0.96
504178,10744,14,2,4,TRUE,B,95.3,FALSE,0.56
504179,10744,8,3,4,TRUE,B,91.8,FALSE,0.74
504180,10745,12,9,5,TRUE,A,76.8,FALSE,0.68
504181,10745,9,9,5,TRUE,A,98.1,FALSE,0.8
504182,10745,11,9,5,TRUE,B,93.5,FALSE,0.57
504183,10745,10,10,5,FALSE,F,74.2,FALSE,0.77
504184,10746,10,7,1,TRUE,A,76.6,FALSE,0.96
504185,10746,1,7,1,TRUE,C,92.8,FALSE,0.56
504186,10746,5,8,1,TRUE,B,76.4,FALSE,0.82
504187,10746,3,8,1,TRUE,B,97.6,FALSE,0.69
504188,10746,7,9,1,TRUE,A,79.0,FALSE,0.8
504189,10746,12,9,1,FALSE,F,65.0,FALSE,0.95
504190,10746,4,10,1,TRUE,C,78.2,FALSE,0.87
504191,10746,9,10,1,TRUE,B,96.0,FALSE,0.93
504192,10747,15,2,3,TRUE,C,83.6,FALSE,0.78
504193,10747,16,2,3,TRUE,A,92.3,FALSE,0.58
504194,10748,15,4,3,TRUE,B,94.6,FALSE,0.82
504195,10748,16,4,3,TRUE,C,91.5,FALSE,0.82
504196,10749,15,5,3,TRUE,B,90.2,FALSE,0.89
504197,10749,16,5,3,TRUE,B,76.2,FALSE,0.71
504198,10749,14,5,3,TRUE,A,77.1,FALSE,0.89
504199,10750,2,6,2,TRUE,B,94.1,FALSE,0.93
504200,10750,11,6,2,TRUE,C,91.8,FALSE,0.83
504201,10750,6,6,2,TRUE,B,81.2,FALSE,0.93
504202,10750,3,7,2,TRUE,B,88.5,FALSE,0.68
504203,10750,12,7,2,TRUE,B,75.7,FALSE,0.56
504204,10750,8,7,2,TRUE,B,95.4,FALSE,0.92
504205,10750,5,8,2,TRUE,A,75.8,FALSE,0.86
504206,10750,1,8,2,TRUE,B,83.2,FALSE,0.82
504207,10750,7,8,2,TRUE,B,89.8,FALSE,0.96
504208,10751,13,6,1,TRUE,B,75.4,FALSE,0.71
504209,10751,4,6,1,TRUE,B,98.9,FALSE,0.96
504210,10751,7,7,1,TRUE,C,95.4,FALSE,0.89
504211,10751,12,7,1,TRUE,B,85.9,FALSE,0.82
504212,10751,3,8,1,TRUE,A,94.4,FALSE,0.57
504213,10751,9,8,1,TRUE,B,95.6,FALSE,0.77
504214,10751,2,9,1,TRUE,A,90.1,FALSE,0.76
504215,10751,5,9,1,TRUE,B,92.1,FALSE,0.69
504216,10751,8,10,1,TRUE,C,78.2,FALSE,0.72
504217,10751,1,10,1,TRUE,B,85.7,FALSE,0.59
504218,10751,11,11,1,,,,FALSE,0.79
504219,10751,10,11,1,TRUE,B,82.4,FALSE,0.61
504220,10752,5,7,1,TRUE,C,92.9,FALSE,0.68
504221,10752,3,7,1,FALSE,D,71.7,FALSE,0.98
504222,10752,2,8,1,TRUE,A,92.2,FALSE,0.7
504223,10752,4,8,1,TRUE,B,98.1,FALSE,0.62
504224,10753,10,4,1,TRUE,A,77.6,FALSE,0.7
504225,10753,2,4,1,TRUE,C,90.0,FALSE,0.95
504226,10753,4,4,1,TRUE,A,93.4,FALSE,0.87
504227,10754,14,8,4,TRUE,B,98.1,FALSE,0.65
504228,10754,8,8,4,TRUE,A,80.8,FALSE,0.88
504229,10754,15,8,4,TRUE,A,75.2,FALSE,0.95
504230,10755,14,8,3,TRUE,A,80.4,FALSE,0.91
504231,10755,15,8,3,TRUE,A,91.8,FALSE,0.68
504232,10755,16,9,3,FALSE,D,71.8,FALSE,0.78
504233,10756,1,6,2,TRUE,A,77.3,FALSE,0.74
504234,10756,6,6,2,TRUE,A,80.5,FALSE,0.77
504235,10757,3,8,1,TRUE,B,83.3,FALSE,0.78
504236,10757,8,8,1,TRUE,A,94.3,FALSE,0.86
504237,10757,5,8,1,TRUE,B,86.4,FALSE,0.9
504238,10757,4,9,1,TRUE,B,95.8,FALSE,0.65
504239,10757,7,9,1,TRUE,B,87.1,FALSE,0.61
504240,10757,1,9,1,TRUE,C,98.8,FALSE,0.62
504241,10758,11,2,2,TRUE,C,98.3,FALSE,0.8
504242,10758,1,2,2,TRUE,A,75.6,FALSE,0.99
504243,10759,1,4,2,FALSE,D,54.9,FALSE,0.76
504244,10759,4,4,2,TRUE,A,84.1,FALSE,0.79
504245,10759,3,5,2,TRUE,B,98.3,FALSE,0.69
504246,10759,7,5,2,TRUE,A,87.0,FALSE,0.88
504247,10760,15,7,3,TRUE,C,80.0,FALSE,0.93
504248,10760,16,7,3,TRUE,B,96.9,FALSE,0.71
504249,10760,14,7,3,TRUE,C,83.9,FALSE,0.61
504250,10761,15,8,3,TRUE,B,86.5,FALSE,0.87
504251,10761,16,8,3,TRUE,B,81.2,FALSE,0.65
504252,10761,14,8,3,TRUE,B,77.9,FALSE,0.59
504253,10762,8,7,1,FALSE,D,69.0,FALSE,0.59
504254,10762,1,7,1,TRUE,A,95.4,FALSE,0.65
504255,10762,2,8,1,TRUE,B,81.6,FALSE,0.97
504256,10762,9,8,1,TRUE,B,85.4,FALSE,0.76
504257,10763,15,1,3,TRUE,B,94.0,FALSE,0.65
504258,10763,16,1,3,TRUE,B,89.4,FALSE,0.88
504259,10763,14,1,3,TRUE,B,83.5,FALSE,0.87
504260,10764,15,8,3,TRUE,B,87.2,FALSE,0.78
504261,10764,14,8,3,FALSE,F,66.8,FALSE,0.6
504262,10764,16,9,3,TRUE,B,78.7,FALSE,0.66
504263,10765,14,6,3,TRUE,B,86.8,FALSE,0.81
504264,10765,16,6,3,FALSE,F,72.3,FALSE,0.6
504265,10765,15,7,3,TRUE,B,80.5,FALSE,0.69
504266,10766,11,2,5,TRUE,B,91.5,FALSE,0.88
504267,10766,12,2,5,TRUE,B,96.1,FALSE,0.65
504268,10766,10,2,5,TRUE,B,86.1,FALSE,0.76
504269,10766,9,3,5,TRUE,B,81.1,FALSE,0.56
504270,10767,2,9,1,TRUE,A,88.2,FALSE,0.6
504271,10767,9,9,1,TRUE,C,93.9,FALSE,0.79
504272,10767,3,10,1,FALSE,F,69.9,FALSE,0.94
504273,10767,5,10,1,TRUE,B,95.8,FALSE,0.62
504274,10768,12,4,5,TRUE,B,94.0,FALSE,0.64
504275,10768,9,4,5,TRUE,C,96.8,FALSE,0.9
504276,10768,10,5,5,TRUE,B,99.0,FALSE,0.81
504277,10768,11,5,5,TRUE,B,75.9,FALSE,0.73
504278,10769,12,4,2,TRUE,B,81.4,FALSE,0.78
504279,10769,6,4,2,TRUE,B,88.9,FALSE,0.59
504280,10769,4,5,2,TRUE,B,90.8,FALSE,0.71
504281,10769,11,5,2,TRUE,A,81.3,FALSE,0.56
504282,10769,2,6,2,TRUE,B,80.6,FALSE,0.86
504283,10769,3,6,2,TRUE,B,92.0,FALSE,0.8
504284,10770,12,7,2,TRUE,B,83.4,FALSE,0.88
504285,10770,2,7,2,TRUE,C,94.4,FALSE,0.72
504286,10770,3,7,2,TRUE,B,79.0,FALSE,0.66
504287,10770,11,8,2,TRUE,A,79.7,FALSE,0.64
504288,10770,1,8,2,TRUE,C,79.6,FALSE,0.73
504289,10770,8,8,2,TRUE,B,79.3,FALSE,0.76
504290,10770,6,9,2,TRUE,B,86.4,FALSE,0.81
504291,10770,5,9,2,TRUE,A,88.4,FALSE,0.64
504292,10770,7,9,2,TRUE,B,77.1,FALSE,1.0
504293,10770,4,10,2,FALSE,F,57.1,FALSE,0.98
504294,10771,4,8,1,TRUE,A,95.4,FALSE,0.71
504295,10771,1,8,1,FALSE,F,50.5,FALSE,0.65
504296,10771,10,9,1,TRUE,A,82.4,FALSE,0.69
504297,10771,13,9,1,TRUE,B,79.8,FALSE,0.77
504298,10771,6,10,1,TRUE,B,76.8,FALSE,0.82
504299,10771,2,10,1,FALSE,D,70.8,FALSE,0.59
504300,10771,12,11,1,TRUE,B,96.8,FALSE,0.92
504301,10771,8,11,1,,,,FALSE,0.99
504302,10772,12,7,5,TRUE,B,97.1,FALSE,0.75
504303,10772,11,7,5,TRUE,C,84.1,FALSE,0.65
504304,10772,10,8,5,TRUE,B,98.5,FALSE,0.85
504305,10772,9,8,5,TRUE,A,94.2,FALSE,0.76
504306,10773,10,7,1,TRUE,C,86.3,FALSE,0.93
504307,10773,2,7,1,TRUE,C,83.7,FALSE,0.75
504308,10773,9,8,1,TRUE,B,93.4,FALSE,0.76
504309,10773,8,8,1,TRUE,B,91.4,FALSE,0.86
504310,10773,13,9,1,FALSE,D,73.5,FALSE,0.64
504311,10773,11,9,1,TRUE,B,92.5,FALSE,0.55
504312,10774,2,6,2,TRUE,A,89.5,FALSE,0.97
504313,10774,3,6,2,TRUE,B,98.7,FALSE,0.94
504314,10774,1,7,2,TRUE,B,94.9,FALSE,0.92
504315,10774,11,7,2,TRUE,B,97.0,FALSE,0.67
504316,10774,8,8,2,TRUE,B,76.2,FALSE,0.64
504317,10774,5,8,2,TRUE,C,95.2,FALSE,0.74
504318,10774,4,9,2,TRUE,B,96.0,FALSE,0.73
504319,10774,6,9,2,TRUE,B,81.3,FALSE,0.78
504320,10774,7,10,2,TRUE,B,84.3,FALSE,0.67
504321,10774,12,10,2,TRUE,B,81.4,FALSE,0.89
504322,10775,10,2,6,TRUE,B,96.8,FALSE,0.84
504323,10775,14,2,6,TRUE,A,78.1,FALSE,0.9
504324,10775,15,3,6,TRUE,B,86.9,FALSE,0.84
504325,10775,16,3,6,TRUE,C,81.5,FALSE,0.79
504326,10776,2,2,2,TRUE,B,83.4,FALSE,0.94
504327,10776,8,2,2,FALSE,F,73.6,FALSE,0.72
504328,10776,1,3,2,TRUE,B,79.8,FALSE,0.72
504329,10776,12,3,2,TRUE,C,79.5,FALSE,0.82
504330,10776,3,4,2,TRUE,B,89.4,FALSE,0.99
504331,10776,5,4,2,TRUE,B,91.7,FALSE,0.92
504332,10776,11,5,2,FALSE,F,53.8,FALSE,0.57
504333,10776,4,5,2,TRUE,B,81.6,FALSE,0.55
504334,10777,10,9,5,TRUE,A,75.7,FALSE,0.57
504335,10777,11,9,5,TRUE,B,78.4,FALSE,0.78
504336,10777,9,10,5,TRUE,B,85.8,FALSE,0.74
504337,10777,12,10,5,TRUE,B,82.0,FALSE,0.76
504338,10778,3,6,1,FALSE,F,63.7,FALSE,0.87
504339,10778,13,6,1,TRUE,A,81.8,FALSE,0.57
504340,10778,8,6,1,FALSE,D,52.7,FALSE,0.75
504341,10778,4,7,1,TRUE,C,87.8,FALSE,0.94
504342,10778,6,7,1,TRUE,B,84.4,FALSE,0.67
504343,10778,9,7,1,TRUE,C,86.4,FALSE,0.76
504344,10778,2,8,1,TRUE,A,98.9,FALSE,0.74
504345,10778,1,8,1,TRUE,B,80.2,FALSE,0.75
504346,10778,10,8,1,TRUE,B,81.5,FALSE,0.79
504347,10779,16,5,4,TRUE,C,93.4,FALSE,0.63
504348,10779,14,5,4,FALSE,F,68.1,FALSE,0.88
504349,10779,8,5,4,TRUE,B,86.3,FALSE,0.89
504350,10779,15,6,4,FALSE,F,50.2,FALSE,0.97
504351,10780,6,1,1,TRUE,B,90.5,FALSE,0.98
504352,10780,12,1,1,TRUE,C,77.5,FALSE,0.98
504353,10780,8,1,1,TRUE,B,81.0,FALSE,0.97
504354,10780,13,2,1,TRUE,C,83.0,FALSE,0.78
504355,10780,9,2,1,TRUE,A,86.7,FALSE,0.89
504356,10780,1,2,1,TRUE,C,93.1,FALSE,0.71
504357,10780,5,3,1,TRUE,B,94.6,FALSE,0.57
504358,10780,11,3,1,FALSE,F,60.0,FALSE,0.89
504359,10780,2,3,1,TRUE,B,82.2,FALSE,0.88
504360,10781,11,3,1,TRUE,B,95.8,FALSE,0.83
504361,10781,8,3,1,TRUE,B,87.3,FALSE,0.55
504362,10781,13,3,1,FALSE,F,59.9,FALSE,0.91
504363,10781,3,4,1,TRUE,B,94.3,FALSE,0.66
504364,10781,7,4,1,TRUE,C,85.3,FALSE,0.78
